Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;S5;I;2;LINHARES;ES;12/2024;10.429.973;5.997.550;8.497.109;7.017.642;1.932.864;259.824;1.804.011;23,99%;4,07%;0;45
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;12/2024;10.294.777;6.241.820;9.099.792;5.491.538;1.194.984;106.658;1.323.795;18,67%;22,63%;0;97
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;12/2024;9.965.442;5.630.394;8.941.981;6.325.023;1.023.461;127.745;1.081.131;16,90%;7,78%;0;49
NEON PAGAMENTOS IP - PRUDENCIAL;1000085702;n1;S4;C;2;SAO PAULO;SP;12/2024;9.915.714;5.880.721;8.698.516;5.600.114;1.217.198;-91.658;776.193;17,25%;NA%;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;12/2024;9.892.855;4.794.634;8.824.193;6.066.291;1.068.661;137.346;1.093.014;17,85%;10,89%;0;50
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;12/2024;9.816.011;0;7.826.055;0;1.989.957;0;326.924;28,21%;0,29%;0;0
BCO INBURSA S.A. - PRUDENCIAL;1000081335;b1;S4;I;3;SAO PAULO;SP;12/2024;9.755.203;9.425.752;8.502.342;8.452.801;1.252.862;-16.491;1.252.822;16,63%;0,04%;2;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;12/2024;9.727.271;5.336.242;8.710.943;6.547.967;1.016.328;108.428;992.644;19,50%;9,17%;0;56
BANCO DIGIMAIS - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;12/2024;9.551.467;2.375.756;8.853.100;7.653.792;698.368;-45.158;932.169;15,63%;41,79%;3;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;12/2024;9.520.104;5.052.277;8.422.568;7.967.505;1.097.535;55.373;1.042.525;14,28%;8,03%;0;112
